word,x_coord,y_coord,word_count,rank
hoko,-3.767598200000001,-0.6162608,1122,134
rau,-0.55385923,0.5001849,1117,135
takiwā,2.5464478,2.6127288,1108,136
waikato,3.811706,0.86630696,1105,137
marama,1.0483056999999998,-0.6121866,1105,138
tama,4.0102715,-1.8406051,1103,139
waenganui,-0.21201803,-0.035846945,1091,140
tiriti,-3.9634292,-1.9470795,1086,141
ō_rātou,-1.3868908000000002,0.101621315,1069,142
kī,-1.3517683,-0.761696,1060,143
roa,-2.489316,0.9123619,1044,144
tīmata,-0.50991714,0.11288508,1043,145
tētehi,0.020388903,-1.1992539,1036,146
ingoa,0.5274024,1.4716074,1032,147
tata,0.18089698,0.11269658,1025,148
momo,-1.8539032,1.1380823999999998,1021,149
whakairo,-0.010375062,2.8362215,1020,150
heke,-0.06623736,0.2516357,1002,151
hapū,3.9254775,0.15451252,997,152
wai,-1.4749812,2.4236505,995,153
taonga,-1.5395219,1.2353978,990,154
kotahi,-2.7394087000000003,0.8462200000000001,989,155
hua,-2.2392707,-0.005575075,984,156
tāna,-0.8290639000000001,-1.3072975,984,157
whakatūria,-0.28253332,-1.5829867,975,158
tauira,-1.560959,-2.867984,972,159
ērā,-1.5602178999999998,0.0077189268,965,160
pea,-0.3593292,-0.3483892,963,161
ora,-0.7978502,-1.4173468,962,162
tāne,4.442588,-1.4989226999999998,962,163
mutu,-1.0232445,0.102070384,961,164
waiata,-0.9018103,-3.7010984,957,165
wāhine,4.5690985,-1.4968398,953,166
nuinga,-1.7184631,0.01119395,948,167
hanga,-1.9121461,1.5335395,946,168
whakatū,-0.9895852,-2.0647514,946,169
moana,1.3482124,2.9213614,941,170
utu,-3.7766633,-0.5567446,931,171
rongo,-0.017275304,-0.012676796,929,172
waitangi,-3.9899628,-1.9948778000000005,920,173
tono,-1.3504857,-1.1127605,912,174
aua,-1.5433358,-0.13882352,891,175
motu,-0.3761727,1.1942954,891,176
tohunga,-1.247566,-2.9751306,890,177
uru,-0.25806308,-0.053246513,878,178
hōia,1.0047121,-1.037273,878,179
tāone,1.6519018,1.6984875,871,180
whakaatu,-2.248292,-3.3651023,848,181
tuku,-1.3107479,-1.0806056,842,182
taea,-2.1811137,-0.23453675,835,183
taranaki,3.8486958,0.93198484,831,184
kupu,-1.959295,-3.765806,807,185
āwhina,-1.5896001,-1.5438496000000002,800,186
wāhanga,-0.92460054,-0.15537524,795,187
tonga,2.1681892999999994,2.9376125,794,188
ngāi_tahu,4.018697,0.6194903,768,189
riri,0.873683,0.013082653,766,190
whawhai,0.9164893,-0.018130831,763,191
manu,-1.3098551,2.4817643,759,192
moni,-3.7238815,-0.6479128000000001,758,193
whakaae,-1.7785825000000002,-1.2227197,756,194
mema,0.3470136,-3.3567447999999995,749,195
hou,-1.1981932,-2.0627685,746,196
