word,x_coord,y_coord,word_count
whatahoro,-6.0807056,57.688656,65
hiahiatia,-22.406021,-29.428194,65
tuhituhinga,-44.420586,18.240776,65
pāho,-52.4403,11.0501795,65
rori,-3.7165842,-66.43962,65
tūao,15.773467,17.455446,65
hautū,-7.5020905,10.99564,65
pānuitia,-57.209232,9.910943,65
rāwiri,12.766503,50.538116,65
ruarua_nei,1.5475521,-13.893096,65
kaiwhakamāori,-36.88141,41.61573,65
tiakitai,31.329586,29.204767,65
mamaku,26.810505,22.116686,64
makere,28.346384,-15.788815,64
rotoiti,45.317097,6.9706893,64
rēinga,55.17115,-9.27875,64
tātahi,8.508633,-63.118042,64
whakatangi,22.152472,-35.610428,64
rautaki,-60.06897,-23.917591,64
tomo,47.56542,47.348846,64
takea_mai,-40.788277,-17.441639,64
manatū,-57.48134,-20.201826,64
tuki,56.44536,12.946747,64
maioro,51.942814,-26.47758,64
kaitautoko,-1.9262625,29.778294,64
keri,5.6689734,-59.30154,63
takere,16.974033,-63.1116,63
kokoraho,-60.18257,-4.969088,63
hiku,41.187023,-24.834929,63
haerea,4.0031548,-25.53896,63
tahupōtiki,-6.8910823,47.259342,63
wawata,-29.594707,-5.989429,63
rawakore,-20.697662,-35.527916,63
ngātoroirangi,54.655117,21.52911,63
tāhuna,48.155872,-9.206773,63
kōrerorero,-38.824917,1.2135674,63
whakawhānau,-9.077412,-42.10013,63
pārekareka,-35.315147,-28.19253,63
rō,-19.957985,-52.746983,63
horowhenua,51.711937,-6.3706827,63
ngāti_pāoa,46.60007,27.179934,63
rohe_pōti,-24.668262,47.974743,63
roera,0.887483,45.501797,63
taiopenga,-38.909344,27.49706,63
whakatūtū,-33.953453,6.5370655,63
hōnore,-20.740543,24.965498,63
parore,15.943234,40.59184,63
uwhi,3.5077298,-53.867455,62
wawe,-17.360834,-26.16073,62
hao,15.003381,-35.791836,62
nekeneke,-31.156084,-35.411556,62
kaitā,8.01506,-42.79848,62
taitamariki,-3.2353737,16.378595,62
tīmataria,-23.32093,13.6582,62
whakarato,-57.924503,-20.074457,62
pakupaku,-13.276734,-41.622215,62
marangai,48.438553,-21.25437,62
anōtia,-5.4727736,-45.335415,62
mōkai,26.913029,-32.52506,62
tatau,-3.700313,-9.917616,62
waimārama,56.298553,6.7517347,62
whakapakari,-43.3687,-22.029362,62
tūāpapa,-51.94247,-30.684614,62
kaingākau,-35.539608,-27.16362,62
huānga,43.03072,29.412315,62
whakaakona,-30.346468,15.273295,62
takatū,24.136524,-3.7282457,62
whakahauhau,-32.99789,-0.6279646,62
mōkena,16.782558,24.354279,62
hāunga_tērā,-17.086971,-23.688738,61
taunaki,-44.297455,-32.69418,61
ākau,50.628998,-17.486717,61
pōtae,22.856947,-41.95495,61
ūawa,58.293133,0.44635686,61
komiti_whakahaere,-27.666817,42.05977,61
whakapūmau,-44.59938,-6.5083137,61
tinihanga,-29.5707,-14.009577,61
kāwana_hōri_kerei,7.1989408,31.875101,61
waimate,44.784794,-5.7203507,61
koreneho,17.853907,33.779736,61
whakatupuranga,5.3895593,12.5886135,61
nanakia,14.959748,-26.131765,61
māhanga,33.384247,38.936424,61
tuatahitanga,5.0060225,-2.0570772,61
kurahaupō,56.980145,23.417507,61
tūāhua,-37.79248,-33.06895,61
kaitito,-34.272087,19.077633,61
rina,12.23707,60.292973,61
moetara,27.614796,29.508938,61
tauhou,-15.715989,-33.645683,60
whānuitia,-18.514078,-12.151312,60
oro,-32.020725,-39.61473,60
whakaruru,56.984653,10.377981,60
tohungia,-22.726133,9.068668,60
rīki,-27.342312,30.772263,60
kohinga,-48.328804,24.049475,60
ināianei,-6.7600875,-14.480397,60
ohorere,19.864473,0.25902677,60
ngāti_kurī,51.946217,27.202784,60
kōhungahunga,-2.5943205,20.787941,60
kāwana_tianara,3.6197562,37.41396,60
hū,37.567245,-38.459404,60
hōhepa,26.300278,54.06248,60
ahurei,-11.328579,-13.598827,60
pūtahi,-24.21896,19.401995,60
waka_ama,6.655578,-34.042374,60
pikinga,34.979496,25.31193,59
whakahaerehia,3.993906,-24.79356,59
ārikarika,-32.94587,-30.960487,59
paheke,-22.630934,-40.346256,59
whakamahara,-13.974447,11.746583,59
rakiura,61.736816,-14.296062,59
rōpū_hāhi_mihinare,-10.619885,38.085445,59
whakahaeretia,-61.70785,4.3604193,59
whakamaua,29.776806,-37.70015,59
ahiahi,15.307472,-19.462217,59
nekehia,-19.361414,11.445299,59
peita,8.261347,-42.731087,59
tautiaki,-43.12027,-8.382949,59
whai_hiranga,-41.075817,-34.848625,59
rīpoata,-56.255527,-3.598897,59
ngāmotu,49.58973,-5.6432395,59
iwikau,44.77672,50.598797,59
pātaihia,2.0108821,-21.771608,59
pārāwai,44.752216,2.616969,59
kaihokohoko,19.129995,18.863853,59
purewa,41.96129,44.960136,59
onamata,-40.011654,-17.419731,58
pere,26.267408,35.9718,58
koi,-4.222963,-38.21401,58
ōkawa,-49.190346,2.5979557,58
ngaru,45.64281,-23.560135,58
kūrae,51.897476,-15.932021,58
ōna_tuākana,29.813646,50.045326,58
tūtakitanga,6.0276284,-0.96744096,58
kōwhiringa,-27.099037,46.016468,58
kere,45.43294,38.11474,58
tamahau,-2.3425503,58.259304,58
tekau_mā_waru,4.685472,-14.523878,58
wheoro,8.34163,30.652842,58
kākāriki,18.713797,-44.76318,57
$_miriona,-67.73627,-15.8316145,57
rangikāheke,-43.59027,21.133356,57
whārua,51.422253,-12.863633,57
tuatahitia,-11.644997,16.488268,57
nawe,-56.723118,-8.911303,57
āture,-55.076794,-1.1128172,57
mākete,-6.332697,-58.55144,57
tiakina,-18.07092,1.0392112,57
hoa_wahine,15.650516,49.577496,57
pia,24.909254,-52.492966,57
tīpene,-13.759667,33.555283,57
tinirau,35.289753,42.85373,57
meatia,-23.172136,8.960554,57
rēhita,-24.757442,9.409961,57
wākana,27.991684,18.694172,57
pōtitanga,-25.317865,49.127926,57
whaanga,19.334106,31.117964,57
kaihau,-2.2135804,59.179928,57
kohikohi,-8.188,-54.27638,56
kaihōpara,3.6071935,-35.885517,56
hī,7.230972,-50.60902,56
awhi,0.08555672,18.373486,56
whakatapua,5.3663344,6.0309954,56
uhi,20.055645,-45.90886,56
iti_noa,-25.410753,-44.354176,56
kōwhai,16.920736,-57.413902,56
wāriu,-66.94395,-15.492346,56
tāngia,-40.34852,10.682135,56
tahumaero,-20.374495,-37.248478,56
whakakaha,-23.347713,-33.65747,56
kaimoana,6.3913503,-62.3444,56
rongomaiwahine,42.28607,39.178604,56
whara,18.318016,2.4901626,56
irirangi,-51.095036,14.34845,56
tāke,-62.978268,-15.641988,56
pūoho,32.383957,26.028698,56
mārenatanga,19.971449,41.465366,56
wīata,-6.867388,34.40798,56
rōpiha,3.429684,55.382805,56
ruarua,-22.938307,-45.174717,55
tī,16.15646,-56.84137,55
porirua,46.849777,10.593146,55
makariri,-0.3120354,-47.021713,55
īnanga,9.294504,-61.13486,55
witi,-2.1587167,-55.153698,55
tumu,31.787945,-40.1546,55
raupatutia,-64.47885,-8.223572,55
manaakitanga,-39.77194,-5.5683208,55
pani,33.21384,37.5886,55
tā_moko,-35.372307,-38.067257,55
tokaanu,46.93813,2.1026156,55
waihotia,-16.301226,-1.724016,55
marutūahu,52.81444,26.891518,55
tai_tonga,63.248554,-1.4728266,55
rauemi,-42.15638,-38.73459,55
kaunihera_ārohe,-30.84441,42.895607,55
whakawhitiwhiti_kōrero,-38.743526,0.8241518,55
whakaarohia,-25.511139,-8.379334,55
hāhi_mōmona,-11.359861,43.256405,55
porourangi,42.984985,38.67313,55
kōkiritia,23.748209,-5.7909827,55
iriiria,14.457762,43.730167,55
papahurihia,9.906053,23.394682,55
hāmoa,5.721608,-31.90743,54
keria,15.415461,-66.57897,54
whakataka,-8.498588,-53.232582,54
waitōtara,50.57744,-5.4832754,54
tāpae,-9.722854,-26.175085,54
ōhākī,4.9732094,20.804163,54
tāhae,12.713224,-28.406206,54
ruahine,51.70026,30.532198,54
hapa,-20.68744,-16.243774,54
matemate,-14.213648,-22.10706,54
kaitōrangapū,-17.409582,51.33748,54
rōpū_tōrangapū,-23.685595,50.17512,54
tame,17.565079,53.34382,54
rīriri,20.754602,-2.7217996,54
taunakitanga,-27.086105,-43.359955,54
whāriki,12.558923,-44.463123,54
māngere,46.005142,4.9716535,54
oho,16.492231,-6.630828,54
ūropi,2.1861753,-31.346504,54
whakapaetia,24.478672,-11.792539,54
ngāti_pikiao,47.606632,37.919502,54
kawenata,-12.930119,48.370674,54
ringatū,-9.444788,41.406143,54
āperahama,17.088947,36.006653,54
tāpoi,-55.267117,-27.040619,54
hōtēra,44.33732,8.077787,54
taare,8.114007,51.387283,54
rāniera,16.92129,38.06994,54
tupeka,-3.61209,-55.082718,53
whakapai,-26.387144,-51.347225,53
whakahuatia,-15.93572,-7.1484356,53
tōku,-4.712543,-32.487694,53
mātao,-0.25801095,-47.096813,53
korero,-41.081596,15.890066,53
tūkinotia,34.095497,-53.724373,53
hōri_kerei,7.24835,34.244576,53
whakapaunga,4.148783,-5.4561443,53
horouta,57.596054,22.518436,53
takenga_mai,-39.111137,-18.254354,53
rongohia,-15.774952,-10.215136,53
waimana,56.25124,-7.5039845,53
korekore,-16.332174,-38.96738,53
tūkino,-32.56707,-10.596181,53
pīrangi,-28.02221,-7.424895,53
pūoru,-38.685574,26.466045,53
piupiu,-1.9112481,33.35248,53
kaunihera_ture,-27.741434,49.85765,53
rūma,-21.83241,-53.257286,53
mate_kohi,16.704659,2.5771852,53
tikitiki,41.30742,5.923027,53
awatere,8.050306,56.89319,53
kurupō,14.000843,38.416515,53
menā,-24.118612,-4.1666045,53
tāite,-22.472425,51.203197,53
pītama,-13.8902235,28.070953,53
tōpia,12.712036,30.752722,53
kapi,-15.027418,-44.73564,52
tareka,-20.018896,-28.22787,52
whakamahinga,-42.205982,-38.615665,52
poua,7.375172,3.5241199,52
takina,29.205889,-15.175019,52
pāuna,-66.53858,-16.950274,52
tūtohu,-54.882675,-9.135902,52
waaka,21.372747,62.779568,52
whiria,29.029219,-18.82285,52
mātakitaki,17.888796,-10.703509,52
taiāwhio,-4.60753,48.84559,52
tapahi,12.309266,-52.99056,52
kāhui_ariki,1.3675903,34.89315,52
pepeha,-36.43215,-16.189575,52
totohe,-32.180508,-6.472938,52
karangatanga,38.862713,31.090883,52
hao_ika,-58.554077,-25.506744,52
nōhanga,-10.867055,-37.72068,52
wēra,2.055555,45.088745,52
nohoia,21.502989,-7.465863,52
ōrākau,29.488182,-1.6669942,52
rōpū_wāhine_toko,-27.399685,38.639816,52
nukupewapewa,31.328806,27.983719,52
ngātuere,18.453543,33.172222,52
huka,22.847404,-58.119568,51
pungarehu,16.018143,-66.14956,51
miriona,-18.965387,-43.63394,51
pēke,-14.836524,-58.186665,51
meihana,0.5292848,53.156075,51
utaina,-13.936128,3.385279,51
waea,-13.997553,-58.303055,51
maroke,11.036079,-63.770306,51
mānuka,19.05906,-57.431168,51
tana_hoa_wahine,25.138212,51.645657,51
awaawa,52.11764,-21.383827,51
koa,-24.200607,-11.615649,51
ruka,-2.9408379,53.294125,51
kāwai_rangatira,43.419777,32.24644,51
whakaoti,-30.803293,20.967602,51
waerengaahika,44.76339,1.3051919,51
īngoa_karanga,18.287651,47.967907,51
pīhopatanga,-17.15441,40.66507,51
nehu,37.758327,8.794704,51
hōpara,1.2905058,-35.56347,50
hāngī,3.263694,-59.14183,50
unu,15.266579,-23.22532,50
kūare,-28.993229,-17.966497,50
marau,27.136507,-0.8332923,50
pāoa,54.82152,22.19171,50
muia,4.0252743,-25.279291,50
whakahou,-54.6529,-19.510263,50
rawe,-34.132195,-28.445112,50
kōhanga,46.099365,-31.560202,50
pōrangahau,55.31163,6.122415,50
mauheretia,31.337135,-7.2251563,50
nō_konā,-5.4151263,-15.929979,50
nehe,-39.51255,-16.680735,50
pouaka,16.908058,-44.40501,50
whakakī,46.02324,-31.315725,50
pōhiri,-11.290669,19.07681,50
whakapaua,-24.138672,-31.520992,50
penihana,-66.28582,-18.899065,50
kakari,16.20176,10.92724,50
kī_taurangi,-25.761381,-5.10907,50
kaikiri,-49.71708,-1.9948784,50
papakāinga,55.555145,-21.986244,50
nū_pāremata,30.48632,4.335112,50
tūī,16.899105,-54.092953,49
kuki_airani,3.3129187,-30.030891,49
pāua,8.70399,-59.4347,49
pā_tuna,12.396368,-66.35559,49
hōtoke,11.371598,-18.651678,49
maramara,2.737861,-65.665215,49
hei_āteha,-36.191723,45.362274,49
kāeaea,34.0725,23.578135,49
kōpū,38.28043,38.281208,49
whāea,-0.106605485,19.27715,49
kaitono,-56.66101,-1.0357399,49
poti,36.938637,-15.163091,49
ipurangi,-50.072018,11.860297,49
ngahau,-35.371754,26.67045,49
rēhia,12.934257,-35.694157,49
ngāti_ira,46.89039,25.401966,49
karu_whā,16.551077,33.40361,49
pōhara,-20.638214,-35.463108,49
arihia,10.881453,58.766605,49
auau_tonu,-3.393098,11.191576,49
hāhi_wēteriana,-13.09311,40.24149,49
panoni,-42.93921,-35.289585,48
waipuke,9.5863,-67.818954,48
kakī,22.468763,-44.535133,48
waihī,46.580433,1.6446685,48
tūtū,-1.3401222,-41.619904,48
kāpā,-26.908451,-40.215126,48
maranga,-1.3806168,-3.1615493,48
kaipakihi,-52.247623,-21.779867,48
tia,38.654053,-24.196632,48
koiora,-40.907097,-24.163294,48
hakaroa,55.644684,-16.974558,48
tomokanga,49.262695,-16.014315,48
mea_tapa,16.467394,47.14177,48
whakaingoatia,6.8081098,4.2544003,48
reo_ingarihi,-48.912582,15.379777,48
whakakīkī,3.172492,28.22068,48
pukumahi,-32.40309,-22.38093,48
paheketanga,-52.912903,-25.982702,48
pua,16.460596,-57.187065,48
hikawera,17.594698,61.24846,48
zealand,-51.247875,25.5311,48
tūhua,50.68717,-16.03862,48
whaitua,59.172375,-9.922556,48
raukura,24.630505,-44.100792,48
tūpato,-28.36706,-21.485071,48
iti_iho,-18.049482,-40.128124,48
pōwhiritia,6.2555566,8.328713,48
whakawhitia,-19.592863,11.061185,48
temepara,-52.529957,-33.28272,48
muriwai,54.884388,18.12376,48
tukia,28.545961,-7.619278,48
papa_rākau,-4.090897,-63.168385,48
nūhaka,54.189316,4.972916,48
horomona,22.469347,49.974236,48
tūpaea,16.678507,27.988804,48
horetā,29.249685,27.57979,48
ngāti_kuia,45.76281,24.498276,48
tāpihana,3.7986345,54.530125,48
kaiwhakaatu,-18.304049,52.690933,48
pairi,44.920204,47.290382,48
heri,-13.180092,-0.26048997,47
katia,12.629825,-11.620177,47
tāwhai,-16.39006,36.331005,47
tawa,29.825151,14.758056,47
mangō,10.196474,-60.206985,47
takahi_manatārua,-42.43961,-41.22554,47
kōnae_nei,-42.43311,-41.18774,47
kōnae_whakapā_atu,-41.960533,2.7088184,47
ātau,-44.78346,7.31549,47
tōpū,-40.490334,5.6914315,47
kokoru,52.85509,-14.5597105,47
rākaihautū,38.29781,-24.483292,47
tauihu,38.614143,-32.183357,47
āteha,-36.970295,43.730362,47
rewi_maniapoto,5.6033807,30.00008,47
whakaiti,-28.535955,-20.648773,47
waiatatia,-38.187157,19.63181,47
tāwhirimātea,25.12872,-24.531008,47
pahure,-17.074978,-37.67105,47
whakangao,-61.545162,-19.890413,47
hīkaka,21.632446,32.75593,47
whakawhiu,-33.285618,-10.86278,47
karahipi,-45.684227,7.0159225,47
kaka,14.668799,-45.477337,47
kāri,-12.30568,-59.529705,47
whakapuaki,-59.591125,12.622753,47
kaiwawao,25.187002,-0.9253817,47
whenuanui,45.473076,48.2612,47
paraihe,-19.433037,43.00769,47
hana,17.858076,51.022144,47
hoi_anō,-15.080937,45.72065,47
hera,22.460835,55.241688,47
kohi_moni,-36.199127,29.161228,47
hāhi_mihingare,-14.139529,41.598427,47
kaute,-46.130894,7.354476,47
pāpori,-53.317406,-23.98923,47
iriirihia,14.551548,43.69209,47
whakatipuria,6.0235043,-56.446163,46
tōmuatanga,10.7315855,-17.95674,46
whakatōpū,-49.684402,-5.999989,46
uara,-67.05012,-15.40777,46
rāpata_wahawaha,17.908718,25.158997,46
ruku,7.884841,-48.89831,46
waitematā,57.059986,-13.63184,46
panakareao,16.508316,31.099516,46
act,-58.7266,-2.1726036,46
mā_rima,4.327601,-14.819638,46
toe,-15.577061,-43.99342,46
pipiriki,43.36253,3.1949282,46
rua_kēnana,-6.7492924,41.854774,46
hūpēnui,51.729504,6.8752913,46
tekoteko,33.213104,-43.015312,46
mahue_iho,24.211584,50.518867,46
hukarere,-16.667929,32.976864,46
maungatautari,39.86151,-2.9026265,46
rūmātiki,13.871326,3.870295,46
tāniko,18.823668,-46.8144,46
tauiratia,-38.7204,-37.82857,46
whakataua,-59.292816,6.1406994,46
maumahara,-23.041761,-10.121858,46
mīti,-2.004438,-58.04077,46
ruatapu,38.357834,43.2283,46
whakamutu,-35.799595,-8.149134,46
tima,36.424637,-13.928076,46
ratou,-10.709191,-10.337053,46
takatāpui,-40.752605,24.244814,46
horapa,1.1323977,-25.645773,46
īhipa,14.045624,16.05845,46
houhia,25.269405,-4.426595,46
tūhaere,43.53013,53.412334,46
ānaru,13.998309,59.97681,46
whakanohonoho,-60.64698,-16.587887,46
kōwhiria,-25.135605,44.396103,46
hīroki,10.874213,29.310522,46
harawira,8.030901,48.517048,46
pāmamao,0.539559,-44.247078,45
kīnaki,9.446494,-52.5485,45
whaitiri,21.175308,48.70457,45
ihu_oneone,-9.485209,-63.483654,45
kupu_whakarite,-36.397488,-17.305765,45
maunganui,50.118275,-13.926402,45
roanga,11.488049,-17.171623,45
pitoone,47.689663,4.726215,45
koianei,-8.464491,-11.682826,45
whakawhānui,-54.372753,-21.11259,45
āringa,-48.463726,-22.81913,45
tunu,9.421048,-56.820988,45
whakatinana,-49.277264,-13.783944,45
waka_hourua,6.714315,-35.43856,45
tapuwae,41.85396,-21.920765,45
mānia,56.829906,-19.71282,45
poutini,43.297726,-18.13571,45
whakawai,-37.83461,-2.3164508,45
rātā,20.933723,-57.543846,45
koura,2.4746544,-64.861244,45
rongomau,5.6991277,27.356995,45
waitohi,41.853485,52.82088,45
whakateraki,56.446453,-13.3596115,45
tūreiti,10.114605,48.498093,45
whakatipua,22.393454,41.98388,45
tukinga,28.06094,-2.3873017,45
emepaea,-40.565315,36.718758,45
tuarima,1.3484491,40.457073,45
hāhi_katorika,-14.0570755,40.764446,45
ngāti_tarāwhai,46.021744,37.977104,45
karaipiture,-42.707703,17.69918,45
kō_tata,43.90149,-0.8982342,45
tēnehi,-28.228088,28.357908,45
kaiwhiwhi,-66.63247,-13.584017,45
āperire,29.77354,6.3352914,45
pānapa,8.037153,50.26294,45
maramataka,-48.549,-28.830233,44
pipi,8.1323805,-59.932816,44
kōnae_nō_sound,-42.004196,2.7255652,44
ruatara,23.497784,31.465376,44
āhuarangi,0.9997144,-48.128162,44
whakatere,8.237273,-46.149376,44
tūtānekai,35.280262,48.219223,44
toanga,-23.612246,28.731234,44
whangaroa,57.830482,-15.5850115,44
ngutu,20.247896,-43.03589,44
āti_haunuiapāpārangi,51.00229,30.856665,44
kakama,-31.086275,-22.93449,44
haramai,-4.3366613,-27.72166,44
pūtaiao,-47.0997,-24.846003,44
papa_tongarewa,-24.952887,21.145262,44
whakarunga,49.064735,-20.769854,44
panguru,-5.8276534,34.37134,44
tapahia,31.206629,-53.29874,44
ōna_tūpuna,41.419456,31.35025,44
whakatupu,-9.634612,-48.231037,44
ātairangikaahu,0.23126823,38.274105,44
horoi,0.89616156,-59.70087,44
marea,-40.81095,-33.322403,44
poutāpeta,-11.0117445,31.10668,44
whakaoranga,-44.755714,-26.471914,44
toitū,-2.5294802,-20.931349,44
patu_tohorā,3.172788,-38.34706,44
whare_paremata,-29.733421,48.15728,44
whakamihi,-41.09481,-1.3872265,44
pakimaero,-46.523132,19.7207,44
whakamua,-22.049728,-23.87338,44
uiui,-58.161976,-0.37231147,44
maihāroa,22.83821,16.949469,44
raihana,-53.976223,3.3154693,44
aotearoa_th_māori,13.60399,17.516438,44
wēteriana,-13.120997,37.532753,44
tūmate,1.1553028,32.387115,44
mete_kīngi,22.08045,23.256403,44
kīa,-11.4373,-6.9963636,44
korenga,-18.622044,-23.028822,43
whakawhitinga,1.2866975,-28.787062,43
porowini,-31.408129,43.032246,43
whakawhirinaki,-40.842064,-3.2399848,43
rangitoto,50.817314,-16.655876,43
kā,15.361087,-12.969043,43
ohu,-7.5277658,-61.7068,43
ra,-4.0550256,-29.251064,43
rae,43.098976,-17.626112,43
murunga,-64.17394,-7.167649,43
kitea_tonutia,-26.863762,-34.499744,43
kēkeno,0.7325524,-52.45173,43
ngāwhā,41.051247,-38.98808,43
tuahiwi,-13.704059,27.983847,43
tangohia_tēnei_whakaahua,-18.367,16.73925,43
hāwera,51.282097,5.9128265,43
mākutu,12.346208,-30.985664,43
mōrearea,-14.466675,-33.833527,43
pane,4.757547,47.29722,43
io,-40.83591,15.717601,43
whakamāoritanga,-47.524048,21.29294,43
konā,-17.055069,-26.009083,43
taurekareka,15.282482,-30.693157,43
whakakotahitanga,-47.52488,0.5128349,43
nāhinara,-24.90566,51.02682,43
māori_nō_tēhea,2.098457,-21.924786,43
pau_katoa,7.2762017,-20.429665,43
peehi,25.750546,39.145638,43
ii,50.663563,17.009836,43
materoa,9.589375,58.534508,43
ngākaunui,-35.508335,-26.976238,43
pēnā,-28.99229,10.276853,43
parani,13.278299,15.520989,43
whakatahi,24.97304,-8.010592,43
īhaka,8.149028,50.397957,43
whakapakoko,31.545809,-41.36595,42
parau,2.1465561,-40.283115,42
mōhiotia_whānuitia,-0.48758176,26.385483,42
tāmati_wāka_nene,28.165396,29.281435,42
taha_whakarunga,52.109516,-8.136063,42
tuatara,3.4456828,-48.142406,42
tūpuhi,-0.603566,-47.5856,42
rima_tekau,4.1220226,-14.122465,42
awatea,14.478087,-19.976519,42
rama,18.923992,-56.10287,42
mere_pounamu,24.744904,-41.517937,42
white,-47.668858,29.532028,42
kaihanga,-48.173256,-37.878292,42
tukituki,9.270805,-68.16326,42
whare_pupuri_taonga,-24.535044,21.487469,42
hangarau,-46.65219,-23.99227,42
mārire,-30.53093,-9.476131,42
hōro,43.066742,8.992634,42
akoako,-45.878128,-21.76585,42
taura_here,65.02699,6.655335,42
moutoa,30.566116,2.0788393,42
kirikiti,-28.523651,28.30963,42
ohaoha,-45.27979,-28.733274,42
kāpeneheihana,-63.670902,-13.902801,42
kawepō,30.946625,29.099524,42
whutupōro,-27.952234,29.434174,42
takaanui,-43.236145,17.25679,42
kaihopu,21.332018,-53.633236,41
weka,16.368832,-54.502777,41
werohia,16.992168,-34.21001,41
huahua,6.5856347,-60.505028,41
hinemoa,35.384773,48.589565,41
whītī,5.632747,-32.15008,41
kaitāia,50.797504,-0.49015778,41
taihoa,-9.243815,23.444283,41
whakapuakanga,-49.95539,29.475252,41
taupiri,45.732693,-1.2821764,41
mema_paremata,-22.368053,47.62025,41
wao,9.562347,-65.47642,41
tuākana,29.279879,50.145153,41
tārai,9.025887,-41.942593,41
akomanga,-47.610527,-24.846714,41
rāpaki,38.70681,1.7045263,41
huatau,-40.21727,-28.42009,41
pūhipi,6.4234858,33.498997,41
uira,32.443356,50.881386,41
taurua,25.406454,21.134548,41
pūkawa,-12.304994,22.812538,41
minenga,-36.506977,15.16992,41
kōwhiri,-50.658554,1.6134866,41
itiiti,-14.747134,-41.194138,41
karipori,13.686904,15.994068,41
whakatangitangi,-35.692318,24.88404,41
tūnuiārangi,-7.2679567,57.541965,41
apanui,21.60118,57.139324,41
kōti_whenua,-60.192524,-1.0137618,41
rangihiwinui,21.433123,23.309397,41
ahorangi,-13.087579,52.440254,41
ngoi,-7.2429376,53.28768,41
pēpene,-21.954351,52.320618,41
rotohiko,-10.868975,53.237514,41
utanga,-0.6610192,-56.744267,40
hangaa,29.816025,-51.977142,40
kānga,6.076677,-56.740475,40
tā_āpirana_ngata,-13.621257,55.49097,40
miraka_kau,-9.156291,-62.9806,40
tunu_kai,2.7968125,-60.479424,40
kari,23.922443,-62.17435,40
kaiwhakawā_matua,-21.774937,54.88087,40
whāingaroa,48.71882,-8.482416,40
mārakerake,-1.7686515,-44.214615,40
whakatata,23.760027,-9.066156,40
mangakāhia,16.047983,40.799046,40
karaiti,-8.644488,40.317158,40
āwaha,-52.382607,-12.306826,40
whāngārā,53.925587,16.206738,40
paru,10.995083,-64.23028,40
auahatia,29.874628,-52.15513,40
tana_taina,26.3965,60.7058,40
waka_huia,-44.919724,24.981133,40
whakangungua,-30.430996,15.659743,40
ngāherehere,57.53398,-21.655981,40
are,-50.836483,28.168728,40
whakaemi,-38.017986,-14.623856,40
ē,-4.1275535,-30.965527,40
mātanga,-32.377506,-28.879051,40
pipitea,47.710976,6.488672,40
horonuku,44.948242,49.986027,40
tohea,-61.22272,6.645618,40
ngāi_tai,47.806953,27.363651,40
tamaiharanui,31.110003,26.524397,40
karetai,23.55688,28.54574,40
piki_tūranga,-2.4086647,42.56961,40
araroa,49.973587,9.672339,40
tauwhāinga,-35.73571,1.7848593,40
arapeta,10.355009,55.77525,40
airini,4.817261,51.800495,40
hīria,32.877556,37.376762,40
kekeno,0.5184156,-53.108047,39
tenei,-10.756719,-8.870669,39
māra_kai,55.892735,-25.771585,39
whirinaki,19.001598,-22.095816,39
wheketere,-8.738681,-60.679497,39
awarua,45.447414,-25.21626,39
whakamataku,14.7662525,-33.337452,39
aorangi,52.723446,0.3429527,39
whakamanatia,-57.81098,7.8272905,39
whakairia,21.168663,-52.34077,39
whātonga,54.254753,24.198227,39
pūtōrino,22.232853,-35.368652,39
kōauau,22.200813,-35.541122,39
tokotoko,24.446522,-42.438583,39
whakahokinga,-64.73125,-6.722648,39
hikairo,45.183266,41.057026,39
kanawa,22.074558,58.540257,39
hāwhe,-18.849707,-43.651535,39
tāpuke,38.228477,7.482628,39
whaiwhai,-5.5974174,-54.13633,39
whakakorehia,-56.898716,6.1831694,39
wiremu_kīngi,15.054405,31.124268,39
taurima,25.758808,48.263023,39
erueti,1.264561,53.50385,39
whiwhinga,-46.00389,7.182784,39
iharaira,-7.9155393,46.338364,39
mātorohanga,-6.145311,57.669853,39
ōriwa,-7.2472878,48.488045,39
ruapuke,33.81886,18.604452,39
pukehinahina,30.25967,-1.8390212,39
rīria,28.788227,54.85519,39
rātapu,16.087366,-19.38696,39
kōnohete,-36.456654,28.26891,39
tana_hoa_tāne,15.988362,51.696884,39
puni_hōia,15.55542,15.267533,39
niniwa,-2.2194622,58.54183,39
waahi,-10.203998,23.173386,39
kauhanganui,-13.406846,48.470802,39
hēnare_matua,10.272679,38.230484,39
maraea,24.371826,55.934883,39
pinepine,32.947533,46.026333,39
kōpae,-43.066856,26.815327,38
arongia,-25.98864,-9.297144,38
pī,7.7157907,-54.656834,38
taetae,-1.084818,-26.443697,38
hanganga_ture,-57.226192,-6.536578,38
wāwāhi,-18.353739,-3.7265608,38
pūtea_taurewa,-61.5896,-17.93644,38
pāmu_hipi,-8.591589,-63.923676,38
iri,29.143557,-41.05321,38
taumau,41.63891,33.051807,38
maunga_tapu,40.501392,-19.773855,38
putunga,14.762589,-68.24978,38
kaipatu_tohorā,3.6523907,-38.697525,38
whakawhitiwhiti,0.87708724,-37.760235,38
whana,19.75237,-13.448988,38
utunga,-63.89803,-15.974731,38
whakaoriori,50.06935,4.2576966,38
auau,-15.013324,-22.420507,38
kauae,27.14674,-46.24495,38
papaiōia,50.31208,8.082369,38
kohu,53.92686,16.091213,38
oreore,-12.427967,25.181488,38
rotoatara,36.026073,-3.7557395,38
whakamatea,30.558025,-8.664362,38
ngau,-23.957909,-18.810913,38
paihere,-42.042965,-13.19675,38
roimata,39.82731,40.218014,38
tona,2.1370528,23.93182,38
